id,comment_text,delays,access,costs,not about,errors
Chronic_Obstructive_Pulmonary_Disease--29124-11-3,"Higher sales should result in lower prices , but even at current prices I think more would be sold if things were more straightforward .",0,0,0,1,0
Prostate_Problems-570314-25-1,"But , if you already have aggressive PCa , and do not know it , is it a good thing to let it go another year or so waiting to see if the finasteride works before doing anything to find out if you have it ? Catch 22 cituation .",0,0,0,1,0
Hip_Replacement-516363-0-15,We are still waiting for cognitive clarity to move forward .,0,0,0,1,0
Knee_Problems-498380-80-5,girlie night out tonight for me and I can not wait .,0,0,0,1,0
Cervical_Spondylosis-g--774-2-16,This can be very painful and can take a long time .,0,0,0,1,0
Bartholins_Cyst-606098-0-6,I have been doing the sitz baths the whole lot spent lots of money on different things but nothing seems to drain it .,0,0,0,1,0
Frozen_Shoulder-425717-3-20,They fanny around waiting time and nhs money .,0,0,0,1,0
Reflux_Oesophagitis-103868-112-2,I am thinking of coming to UK or states to have it done privately but it is gon na cost me an arm n a leg .,0,0,0,1,0
Abdominal_Disorders-404552-0-3,"I am happy with the procedure , and the bowel cleansing prep that has to be done before the examination , my main worry is having to come off my PPI Omeprazole 2 weeks before the scopes .",0,0,0,1,0
Ovarian_Cyst-539502-4-1,Believe me I know I dont want to see any more doctors for a long time either .,0,0,0,1,0
Gallbladder_Problems-165220-13-3,"problems post their GB surgey ) My HIGHLY QUALIFIED internal MD and surgeon both stated that I ran the risk of peritonaitis , sepsis and possible death if I waited for what you call a life and death situation .",0,0,0,1,0
Citalopram--15626-4-18,"They were friendly , some were crying , so were rocking , but on the whole they looked just like me ! Sounds patronising I know but I had a terrible vision that psychiatric wards were full of weird nutters .",0,1,0,0,0
Benefits_and_Allowances-692313-3-5,My daughter receives direct payments .,0,0,0,1,0
Benefits_and_Allowances-656655-7-4,"This could also takes years , believe it or not and she will not be paid ESA while waiting .",0,0,0,1,0
Ulcerative_Colitis-635323-2-5,"Had it been otherwise , I would have expected to have had one or more further examinations before now .",0,0,0,1,0
Anal_Fissure_and_Proctalgia--21727-50-3,"I have seen GPs about this more times than I can count , along with rectal examinations .",0,0,0,1,0
Hypothyroidism-486705-15-1,"As I just commented to Barbara , they think I may have been misdiagnosed ( or only needed a very small amount of thyroid medication ) .",0,0,0,0,1
Fibromyalgia_Syndrome--26647-56-7,"miss yaxx tess , hope ur doing ok and not in to much pain im on morphine patches u change them every 3 days .",0,0,0,1,0
Kidney_Problems-500693-1-3,That did the trick and I have been in remission for 1 .,0,0,0,1,0
Alcohol_Consumption-584456-4-3,because of a big hit with owing money I could not handle my emotions .,0,0,0,1,0
Venlafaxine-595151-9-4,The locked bathroom is my sanctuary which I know is weird and is time limited when husband home as it rouses suspicion .,0,0,0,1,0
Hyperthyroidism-545459-13-7,00 payment but I did buy some probiotics which I know I need .,0,0,0,1,0
Cardiac_Arrhythmias-703941-4-7,the cost for any procedure is absolutely zero in CANADA .,0,0,1,0,0
Prostate_Cancer-358560-1-6,"Hopefully you can console yourself by appreciating that you have your Father now and will be able to cherish him for a good while longer , in an atmosphere of appreciation and calm serenity , without troubling yourself with the machinations of PC .",0,0,0,1,0
Chronic_Fatigue_Syndrome--18790-4238-4,": grrr : which , i should add , does not even cover all my bills : shock : let alone pay for life s little luxuries , like food .",0,0,0,1,0
Thyroid_and_Parathyroid_Disorders-583071-45-2,"No , Im in the US , thank god I have health insurance otherwise it wouldnt be pretty but things here move fast , this is a business so we dont have to wait months to have scans they want your money so they try to squeeze you in as fast as they can but the waiting even if it is minimal can sure drive you nuts .",0,0,1,0,0
Vertigo_and_Dizziness-539669-13-1,It s lovely to hear that you are coming on now in leaps and bounds Kieran must be awful and so young to be suffering with vestibular neuritis I am sure you did feel you were missing out on such a lot may your recovery continue and best wishes .,0,0,0,1,0
Hyperthyroidism-632596-14-12,"it most certainly almost cost me my life ! Secondly , when I was in grave danger of having Thyroid Storm But Firstly .",0,0,0,1,0
Breast_Cancer_and_Screening-523624-6-13,"But I did refuse all treatments after surgery : No chemo , no radio and no hormone-therapy .",0,1,0,0,0
Bipolar_Affective_Disorder-271279-0-35,So now have a big nursery bill .,0,0,0,1,0
Anxiety_Disorders-501852-0-6,I am not sure what is gon na happen now but for the first time in a long time I was honest n stood up for myself .,0,0,0,1,0
Venlafaxine-611538-21-14,I was given a prescription so I could have access to them if I worsened but I was asked to note down on paper the frequency of taking them this way .,0,1,0,0,0
Prostate_Problems-677444-0-8,I know things are advancing with procedures to treat BHP and hope I could delay things until a safe less evasive procedure was available .,0,1,0,0,0
Osteoarthritis--73408-180-21,"You ll be amazed at the degree to which these persistent little knots can wreak havoc with your body causing pain , restriction , numbness , tingling , weakness - a whole variety of symptoms that are often misdiagnosed as more serious conditions - such as arthritis .",0,0,0,0,1
Oral_and_Dental_Problems-586267-3-15,"Dentist first port of call , then your doctor Go do not delay it any longer .",1,0,0,0,0
Polymyalgia_Rheumatica_and_GCA-607857-8-8,"Thank goodness I retire in 7 months , I could not keep working and manage this for much longer .",0,0,0,1,0
Dermatitis_And_Eczema-512685-16-24,"The shampoo is of course more expensive , that is why I make my own as my scalp does not tolerate any shop shampoo either .",0,0,0,1,0
Liver_Problems-619144-3-1,Thanks Gill - think i will investigate gaining access to my electronic records too .,0,0,0,1,0
Abdominal_Disorders-495065-1-2,Labs were inconclusive but did indicate lack of ovulation plus my mum went through it early at my age too .,0,0,0,1,0
Disc_Prolapse--31490-20-3,"I thought that if it was going to be a 6 month waiting list then I would pay privately you can get same day appointments in London for 325 if you would wait for 10 days it would be 200 , my local private hospital charge 464 for the MRI all these prices are for an MRI in only one location ( lumber position ) , if you need more then one area scanned you will have to pay more .",0,0,1,0,0
Knee_Problems-401637-0-3,Going to take my quads longer to recoup and get their strength back .,0,0,0,1,0
Prostate_Problems-640745-10-3,It s available in 2 .,0,0,0,1,0
Reflux_Oesophagitis-452872-1-2,It was so bad that I phoned my GP who panicked and told me to dial 999 and I ended up being sent from A E to a cardiac ward for four days having tests and a stress ECG .,0,1,0,0,0
Anxiety_Disorders-491250-0-13,He blames me for things which are not my fault .,0,0,0,1,0
Dermatology-621052-1-10,"Finally I begun to simply research methods to stop , slow , and bring the color back based on natural medicine that improves the skin .",0,0,0,1,0
Infectious_Mononucleosis-691271-8-3,you are still early on some people feel ill for up to two years and their blood tests are inconclusive and on paper they are healthy .,0,0,0,1,0
Hip_Replacement-676104-15-6,"There is a company called Cook that does quite good ready meals , but they are not inexpensive , and you have to be careful t order only microwaveable dishes , as dealing with an oven is out .",0,0,0,1,0
Infectious_Disease-438518-14-2,The published lyme symptoms are missleading .,0,0,0,1,0
Polymyalgia_Rheumatica_and_GCA-496862-2-2,The muscle pain will improve quickly even with a much lower dose but the bursitis is much more persistent and takes longer to go away with oral pred - and injection will work much faster .,1,0,0,0,0
Irritable_Bowel_Syndrome-537632-0-2,"Im practically living off chicken plain rice , potatoes , if i dare to try eat anything different i start with bad diarehha , I stupidly tried 2 chocolate biscuits 2 days ago and im paying for it big time now just can not keep off toilet , even water is just going straight through me , My doctors is shut and i dont no what to take im trying sips of water to stop me from dehydrating any help with what to do would be appreciated xx .",0,0,0,1,0
Knee_Problems-298301-4-7,they keep borrowing and printing more money .,0,0,0,1,0
Trigeminal_Neuralgia-339240-0-2,All of the different medications available either gave me very unpleasant side effects or were not effective .,0,1,0,0,0
Polymyalgia_Rheumatica_and_GCA-373663-3-1,"It seemed nothing short of a miracle to me when finally someone suggested PMR and GCA , saying that there was treatment available .",0,1,0,0,0
Chronic_Fatigue_Syndrome--18790-1993-2,"I love this forum so much , it is the only place I can be myself and say what I mean without fear of rejection or reprisal , safe in the knowledge that someone is going to understand how I feel .",0,0,0,1,0
Sleep_Problems-523920-62-10,"I got lucky in that one day , quite by chance , I had a mega attack of Raynaud s during a consultation - practically my whole hand went white .",0,1,0,0,0
Hip_Replacement-547587-29-4,"I was in pain for years , but put it off , knowing that a hip replacement has a limited life .",0,0,0,1,0
Abdominal_Disorders-619489-0-4,"Make no mistake , at times I wish I was dead .",0,0,0,1,0
Diabetes-644024-8-8,Better to feed it foods that make it work less .,0,0,0,1,0
Knee_Problems-518514-6-4,"Together , Sandy and I headed toward awesome progress ! WE are in charge of our own bodies .",0,0,0,1,0
Urticarial_Rash-361220-5-10,Xolair can be given by your allergist and the pharmaceutical company has financial assistance because it is quite expensive .,0,0,0,1,0
Chronic_Fatigue_Syndrome-314116-0-2,"there has to be a missing link , nd together we can find it and banish it for ever , , ts unknowned territory and little or none research plus no medical back up .",0,0,0,1,0
Abdominal_Disorders-622834-1-7,"its not like constant pain , and I am going fro a pre op consultation befor a second bowel repair and have been told to list everything .",0,1,0,0,0
Knee_Problems-451112-2-1,I know I am better than I was a month ago but the progress is so slow and I long for the day when my knee feels more normal .,0,0,0,1,0
Gout_and_Pseudogout-566786-3-2,"As for the pain - smoking some opium would probably help too , but I guess it is not that freely available nowadays : -D .",0,1,0,0,0
Ovarian_Cyst-686594-2-6,I was just like you reading ladies stories and watching you tube its not good as it does just make u freak out try remember this as i learned whilst in hospital there were other ladiess on my ward with the same Haemorragic cysts but everyone of us had different experiences mine was 6cm i was in pain and a lady there with one the size of a grapefruit she had no pain ! what im trying to say is we are all unique just because you read of somebdy with the sane type of cyst as you the outcome will be different,0,0,0,1,0
Sweating-597542-1-3,"In terms of what can be done I would say it depends on what areas you sweat through , for example aluminium-based products available on prescription ( they can also be bought from chemists ) can be quite effective , but I think are designed really to be used for the underarms .",0,1,0,0,0
Haemochromatosis-675254-4-1,Being ill will increase it and as others have pointed out also some medications will raise it The other thing that happens is you are removing some iron but because of how it is stored due to faulty genes you deposit it in organs so you reduce it in blood so it then takes it out of the organs this does not happen instant so there is times it will bump up it is nothing to worry about .,0,0,0,1,0
Mirtazapine-498369-2-3,"Then do a slow taper from there , a 10 every 2 tgo 3 weeks is moderate , see if you can tolerate this , if you still get insomnia anxiety you may have to slow it down further , but some get on ok with this .",0,0,0,1,0
Prostate_Problems-206391-35-17,"com 2016 11 men-patients-forced-man-medical-setting If the healthcare industry thinks this is going to go away , they are sadly mistaken and the longer they take to address the issue , the harder it will be on them .",0,0,0,1,0
Sinusitis-537376-2-1,"Hi Margaret , I know this is an old comment but just wondering what auto immune disease ? I have had what I thought was awful chronic sinusitis for a long time .",0,0,0,1,0
Prostate_Problems-499675-779-5,"Fortunatly for now I self cath ( and use only the compacts so I can take them anywhere i go ) , So until some good procedure comes along I guess I will do the watchful waiting ) .",0,0,0,1,0
Abdominal_Disorders-668861-0-4,"Before those 2 beers I ate pretty much everything , nothing was really off limits .",0,0,0,1,0
Urticarial_Rash-560791-0-14,"I did the first test ( blood test ) for food items ( quite expensive and not covered by insurance , but had to be done as my frustration and itching had become quite intense ! ) .",0,0,1,0,0
Menopause-664537-2-1,That s great you went to a game ! I just can not do things like that right now as I do not do well with crowds I am an empath and there is just too many energies .,0,0,0,1,0
Globus_Sensation--34900-8-10,I still have my days where I wonder whether after 6 yrs there is a small foreign object in my throat that they just keep missing in all the scans ! Has this thought ever crossed your mind ?,0,0,0,1,0
Angina-592129-2-13,As well as this they may ask permission to look down your throat ( under sedation ) to check things on the heart .,0,0,0,1,0
Ovarian_Cyst-437890-1-8,"I missed a week of work and was ultimately put on narcotic medicines for pain , metformin for period regulation and an low level antidepressants for ibs .",0,0,0,1,0
Blepharitis-543255-0-13,"I tried all sorts , I felt the eye cream goldeneye provided very limited relief but I used that , I used optrex on my eyes ( This is like a coffee for my eyes , pretty good in the morning ! ) and felt that taking Vitamin B Cod Liver Oil also contributed but I think my best aid came in the form of a certain type of exercise .",0,0,1,0,0
Cervical_Spondylosis-274338-83-7,"Regarding the sleeping postures , I would imagine that the elecky bed is a good idea , although probably prohibitive in price for most .",0,0,1,0,0
Chatroom-604108-1-1,"Rebranding is rebranding - and frequently does not achieve what you wanted ! Fresh , bright and vibrant has come out as garish and slow .",0,0,0,1,0
Autoimmune_Disorders-301531-3-1,"I think the clinics are being told to reduce their waiting lists and , as a result , the patients who are waiting for a follow up appt .",1,0,0,0,0
Alcohol_Consumption-516626-4-4,3 ) Since more healthy I have a much bigger chance of seeing my children growing older and myself living longer since not drinking .,0,0,0,1,0
Alcohol_Consumption-454724-5-8,"How many times did you take the medication before dismissing it ? If you took , say 10 tablets , and were still sufering then yes maybe the medication is not for you , but if you gave up at 3 or 4 tablets then you did not give it a long enough chance for the side effects to disappear .",0,0,0,1,0
Reflux_Oesophagitis-339755-12-16,so the sooner you have melatonin available the sooner you can taper it .,0,0,0,1,0
Gallbladder_Problems-537175-9-8,"There are medications available that can absorb the excess bile , they are available by prescription from your doctor .",0,1,0,0,0
Polymyalgia_Rheumatica_and_GCA-550329-30-7,I learned that my limiting factor at the moment is the inability of my walking muscles to sustain a faster pace .,0,0,0,1,0
Hip_Replacement-516921-0-1,Anterior hip replacement on my mom August 2012 Has anyone experienced this for such a long time period .,0,0,0,1,0
Benefits_and_Allowances-537559-0-1,"Hi everyone im new on here , just would like to find out about the time scale on backdated money from a tribunal win if possible .",0,0,0,1,0
Abdominal_Disorders-666354-0-2,"It s making me worry that it is something worse ? Yesterday it was bad , crazy watery , I took imodium and it sorted it for a few hours , but that night I was in agony , on the verge of throwing up for half an hour , I had the worst nausea ! I felt so bad I could not even feed my son for an hour so I could put him to bed .",0,0,0,1,0
Alcohol_Consumption-504572-1-3,"I am sure Joanna will be here with a response to you later People make mistakes , do not beat yourself up about it .",0,0,0,1,0
Atrial_Fibrillation_And_Flutter-609192-7-2,it started after i cycled home from work and then just started racing and missing beats ( 180 ) and after 7 hrs in the emergency ward and tons of beta blockers later to slow it down which did not work they said its now in stroke territory and they need to do the shock to get it back into rhythm .,0,0,0,1,0
Olanzapine--27414-48-1,"In case you are not aware of it , there is a pill cutter available at the drug stores , to help with slicing the pills .",0,1,0,0,0
Genital_Herpes_Simplex-300896-0-19,"My question now is that if it is true and I do have this , am I just supposed to wait everyday wondering if or when I am going to have a breakout .",0,0,0,1,0
Uterine_Fibroids-585350-1-1,Hi Sammy ! Good luck ! Ca nt give you any advice as I am waiting for my operation - and I worry mine will be cancelled too ! I am supposed to be going in a week on Friday - and I still have not had my paperwork yet - does not instill much confidence in me ! I hope all goes to plan for you !,1,0,0,0,0
Disc_Prolapse-520204-1-1,Evening I ended up going private for an mri and paying for an epidural .,0,0,1,0,0
Citalopram-553829-17-1,Hi Miss Kate .,0,0,0,1,0
Knee_Problems-535469-9-2,thanks so glad I do not have thinking time I definitely would not change my mind as at first the surgeon said which knee did I want done first as one was bad as the other and here in Australia the best ortho surgeons do not like performing bilaterals and prefer to wait a minimum of 6mths b4 they do another .,0,0,0,1,0
Bartholins_Cyst-570177-13-5,"If you read ingredients they are about a paragraph long , so I switched to all natural bar soap like TOMS ( there are other brands also available .",0,0,0,1,0
Reflux_Oesophagitis-402930-240-3,"Also , looking for marshmallow tea since the website source is temporarily unavailable and wonder is it leaves or roots that is best ?",0,0,0,1,0
HRT_Hormone_Replacement_Therapy-478191-3-4,"I am cutting them in half with my doctor permission ! Not easy to do , but hey ho do not want to go back to evil panic attacks And night sweats .",0,0,0,0,1
Hip_Replacement-673821-3-8,I am 50 now and have had my hips replaced a second time due to metal on metal not available back in the day .,0,1,0,0,0
Benefits_and_Allowances-605338-0-1,"Hi , my friends DLA is stopping on the 22nd of this month as he received his letter last week saying that they can not award him personal independence payment .",0,0,0,1,0
Polymyalgia_Rheumatica_and_GCA--34233-23-1,Glad you are feeling a bit better Never had any experience of statins and hope I dont need them but my husband has taken them for quite a few years ( familiy history ) with no problems As to the magnets people are used to my horse medicine on here ! but magnatherapy was first used on horses particuarly swellings and sprains and strains There are special wraps you can buy you dont have to stand there with a magnet ! One Vet I knew who had practiced for a long time gave it up to do magnatherapy full,0,0,0,1,0
Diverticula-508152-19-12,I am a very impatient patient loathe sitting around or being in bed any longer than needs dictate ! Night ! Caz .,0,0,0,1,0
Prostate_Problems-655547-8-1,Will have to wait and see the outcome .,0,0,0,1,0
Pancreatitis_and_Pancreatic_Disorders-299175-0-4,"I went to see my GP , she was puzzled why I had not already been admitted to hospital , she then arranged for me to go straight on to a ward .",0,1,0,0,0
Hysterectomy-649385-2-4,I know I am only on my second week post-op but seriously I fee so rough ! ( Rant over ) .,0,0,0,1,0
Shoulder_Problems--39490-10-1,"The supraspinatus did not have to be reattached because it was no longer needed , make surgery and rehab much easier .",0,0,0,1,0
Hypertension-657631-4-33,At one point he made me feel as though it was my fault the medication was not working .,0,0,0,0,1
Lichen_Sclerosus-690110-30-3,"Although , I do not know how commonly available Vulval Specialists are here in the UK within the NHS .",0,1,0,0,0
Depression-611153-0-7,"I did not have any PTO or vacation time available to take so every day I am off of work , it is without pay .",0,0,0,1,0
Constipation--37863-2-2,I suggest having a consultation of a gastro intestinal specialist .,0,1,0,0,0
Chatroom-490806-1-3,"They will then be able to follow you up , and have your old records available to see for themselves what was done orginally .",0,1,0,0,0
Citalopram--19325-0-13,In fact probably worse but I no longer wake up in the morning wondering how to do today .,0,0,0,1,0
Ovarian_Cyst-520553-6-3,Do you mind my asking how your cyst got this big before being diagnosed ? mine was misdiagnosed as constipation .,0,0,0,0,1
Lichen_Sclerosus-338205-5-6,"LS because of its appearance can also be picked up by visual examination only , you should always get 2-3 different opinions .",0,0,0,0,1
Mental_Health-489561-12-8,"She just told me whatever she was thinking , miss her .",0,0,0,1,0
Genital_Herpes_Simplex-646471-0-1,"Hi all , I am headed to the doctor this coming week , but I have been so freaked out on my own while I wait to be seen .",1,0,0,0,0
Alcohol_Consumption-451811-18-1,It is the best treatment available in the world today .,0,1,0,0,0
Anxiety_Disorders-662095-0-3,First of all I say sorry to you because my post is so long .,0,0,0,1,0
Prostate_Problems-501073-0-9,They will only recommend procedures they are trained to do so they can make money off of your body .,0,0,1,0,0
Depression-607412-1-3,"Depression prevents you from being able to do things like work study , socialise etc yet you need to be able to hold down a job to get money so you can afford to move out so it is just one big vicious circle .",0,0,0,1,0
Knee_Problems-338179-5-4,I have had steroid injections but they no longer work so I will not have any more .,0,0,0,1,0
Spinal_Problems-664264-0-45,It was like my body was rejected the battery pack pushing it up out of my skin you could actually feel the edges of it just under the surface of my skin .,0,0,0,1,0
Eustachian_Tube_Dysfunction-651156-3-16,"INCORRECT DIAGNOSIS No medication March 8 , 2016 doctor Zia Extreme congestion .",0,0,0,0,1
Prostate_Cancer-314064-10-4,During the last five years my PSA increased 2 1 2 times to 10 indicating that it was no longer slow-growing .,0,0,0,1,0
Prostate_Problems-677697-1-9,"In US , all one needs is the insurance will pay for it .",0,0,1,0,0
Alcohol_Consumption-670515-6-2,Also after I was discharged from hospital it really was starting a new life all over again but looking back trust me life just was not worth it and that is how low that stuff can drag you down and it is a pity that there are so many people out there who need the help and it just seems to be limited .,0,0,0,1,0
Chronic_Fatigue_Syndrome-453378-35-14,Sorry to hear your diet Is even more limited than mine .,0,0,0,1,0
Anxiety_Disorders-532251-9-4,"You are very sensitive at the moment though , we anxious people all are , our nerve endings are constantly on edge so are easily triggered which is why one ciggie will send you into choas , it is so unfair that we have to limit ourselves , I for one really miss my morning coffee but in my state I do not dare drink it .",0,0,0,1,0
Depression-618789-9-6,financially its limiting but i would rather be this way for now .,0,0,0,1,0
Prostate_Problems-273055-7-8,"And UroLift for those whose prostate is suitable , but is not yet available on the NHS ( I think ) .",0,1,0,0,0
Prostate_Problems-568489-6-2,"Prostate size can be very misleading - mine is 30cc ( essentially normal ) but because of the way it grew inward , a scope confirmed that it was casuing significant symptoms indicative of a much bigger prostate .",0,0,0,1,0
Hysterectomy-515286-1-6,"It may not be for you , but do not dimiss it .",0,0,0,1,0
Mirtazapine-570612-3-1,I missed this conversation .,0,0,0,1,0
Uterine_Fibroids-595206-3-2,I come out in a cold sweat at the prospect that I could have potentially become pregnant if the effects of the coil were being cancelled out .,0,0,0,1,0
Anxiety_Disorders-678838-1-1,If it is available in your country I think you would benefit from counselling .,0,1,0,0,0
Anxiety_Disorders-336553-229-1,"Hi Daniel , I am not to quick myself either Lyme slows you down tremendously : -s .",0,0,0,1,0
Depression-558977-1-4,If you are not check with places that see you based on your income and if you do not have an income you will not be charged .,0,0,0,1,0
Prostate_Problems-336874-206-14,"Since then , I have started a very limited CIC schedule ( 0-2x a day ) as an alternative to walking around .",0,0,0,1,0
Sjogrens_Syndrome-530225-5-6,The test has only been available for less than a year and a lot of doctors are not aware of it .,0,1,0,0,0
Benefits_and_Allowances-691283-0-1,"Good evening everyone , For those of you who are currently claiming the Severe disability premium on top of their existing benefits .",0,0,0,1,0
Dermatitis_And_Eczema--61721-2-13,"I just sort of waited it out , and it seemed to go .",0,0,0,1,0
Hip_Replacement-536542-1-10,While I have been waiting for the second surgery I suffered a compression fracture in a vertebra in my back and had to delay the op because of it .,1,0,0,0,0
Disc_Prolapse--31036-2-29,It would probably save the NHS money in the long run .,0,0,0,1,0
Menopause-495116-5-2,see what I can find available in uk .,0,0,0,1,0
Benefits_and_Allowances-636667-1-2,There s premiums that are paid depending on circumstances and what other benefits you claim .,0,0,1,0,0
Pain_and_Pain_Relief-489004-6-2,"I know my pain is spasm related which comes from my back , meds are available depending on other factors .",0,1,0,0,0
Vertigo_and_Dizziness-494081-2-51,I am part of a post viral group full of people who made that mistake a paid the price .,0,0,0,1,0
Mental_Health-144829-1-7,"Additionally , there is a therapy available called light therapy , where you would sit by a light box , and it is designed to lift your mood .",0,1,0,0,0
Sciatica-617211-7-2,I am in the UK so have to rely on the NHS I know from other experiences that cost of surgery is a huge factor especially if the condition is not life threatening .,0,0,1,0,0
Liver_Problems-542822-6-3,I am tempted to book myself in for one also but I am having difficulty finding where they are available .,0,0,0,1,0
Menieres_Disease-543231-7-1,"Hi Guys , I have tried to limit my computer use .",0,0,0,1,0
Kidney_Failure_and_CKD-648794-2-44,"To start with , its usually twice a week as the doctors need to keep a very close eye on everything and especially check everything is functioning OK as well as watching out for rejection and infection .",0,0,0,1,0
Thyroid_and_Parathyroid_Disorders-638850-3-1,"Oh Lauren , I really feel for you ! You re in limbo are not you ! And I thought things were bad here in the NHS ! People over here really do not know how lucky they are ! I hope you can get somewhere with your GP , even if you do have to wait 2 weeks , that is familiar to us here all non urgent GP appts are at least 2 weeks away ! Even though I would class yours as being urgent ! ? Anyway I hope you can get something sorted quicker than it looks to be .",1,0,0,0,0
Depression-537733-1-1,I am sure you can call a nearby hospital or urgent care or walk in clinic tell them what your self diagnosis is and that you are under age and need parents permission to be prescribed medication .,0,1,0,0,0
Lichen_Sclerosus-236270-3-17,There s no shortage of info out there on that .,0,0,0,1,0
Chronic_Fatigue_Syndrome-679398-5-1,Sorry my friend I missed the bit about actual tissue damage showing up in endoscopy but not acid related .,0,0,0,1,0
Shoulder_Problems-571291-13-1,I tend to panic and I am very concerned my stab pain is here for life but my doctor who is absolutely the best in NYC dismissed it as normal in the sense that it is the way I am healing .,0,0,0,0,1
Reflux_Oesophagitis-515406-5-1,It s the worst operation ever for side affects My surgeon has put me on the list to have it reversed just waiting for my date can not wait .,1,0,0,0,0
Polymyalgia_Rheumatica_and_GCA-298685-0-3,I have now been told - PMR in remission .,0,0,0,1,0
Depression-608547-2-5,"I just do not understand , if he is playing me , why would he be such an amazing person for such a long time before and then suddenly change ! I honestly do not think he is cheating .",0,0,0,1,0
Depression-540239-0-10,"I dont have any money left , i broke up with my girlfriend because i convinced her shes better off without me , she does not need someone like me in her life , and i say the same to my parents .",0,0,0,1,0
Hemifacial_Spasm-560048-1-2,"On July 19 , 2002 ( because of my health insurance s insistence that I stay in-network ) I underwent a MVD that was a complete failure and utter disaster , o much so that my condition with respect to the hemi facial spasm actually worsened and 3 1 2 months later I underwent a second MVD which fortunately was very successful .",0,1,0,0,0
Prostate_Problems-589717-0-12,My thoughts are to do the lift even though paying out of pocket and get five years down the road to medicare insurance and new procedures maybe being available .,0,1,0,0,0
Alternative_and_Complementary_Medicine---8283-158-9,And waited .,0,0,0,1,0
Chronic_Fatigue_Syndrome-546896-8-6,I go with zombie nichola s idea of asking to be called written to of a cancellation .,0,0,0,1,0
Osteoarthritis--73408-18-8,Basically ( by the admission of the very people that write the guidelines on OA ) it is not a single disease or condition but a label to describe a bunch of poorly misunderstood symptoms .,0,0,0,1,0
Hip_Replacement-508415-11-5,"There were times when I thought I was going to return to work early , but common sense and a stern ticking off from a friend who is a nurse made me delay until 12 weeks .",0,0,0,1,0
Hidradenitis_Suppurativa-335449-2-4,"Right now I am still healing , I have my dressings changed daily by nurses and in that time have had to have 3 courses of oral antibiotics whilst still taking the dapsone , but I no longer think about what I am wearing each day and I am no longer in constant pain .",0,0,0,1,0
Polymyalgia_Rheumatica_and_GCA-479819-18-3,"Yes the timespan is such an important criteria that is not clearly discussed in the paper and as you say , few of us ( from what I hear on the Forum ) seem to have a short time to remission .",0,0,0,1,0
Oesophageal_Achalasia_and_Spasm--28300-4-1,I totally applaud anyone and everyone who has gone through surgery and I can see from all the postings how each person has responded to the variation of treatments available .,0,1,0,0,0
Cataract-650662-3-2,"Then there are other categories of lenses that are considered premium lenses : accommodating , EDOF ( extended depth of focus ) , multifocal ( basically bifocal lenses providing 2 focal points of vision ) and trifocal lenses providing clarity for all 3 zones of vision .",0,0,0,1,0
Venlafaxine-591294-1-22,"If you find that going with only one dose a day becomes problematic , then you may just swtich to the extended release when you move , if available , and then start counting beads if you are able to get the kind with little balls in the capsules .",0,1,0,0,0
Ear_Problems-665729-1-2,"You need an ENT consultation , and it is unlikely your situation will improve until you see an ENT .",0,1,0,0,0
Sex_Chromosome_Aneuploidies-196743-214-3,"I thought everybody already knew my real name ? But I do not know your real name , how do know it will be you who sends the invite ? You might send my real name to all manner of nutters that I will have to defend myself from ? I can be attacked endlessly once a site like this which is publicly available has my real name ? I think it best that we just communicate here , in public , where all is open and can be seen .",0,0,0,1,0
Vasculitis-631165-1-1,"Subject : Consultation and advice for Sushila Devi Goel suffering from Wegner s GPA Respected Sir , This is to inform you that the patient was diagnosed with Wegener s granulomatosis with polyangiitis ( GPA ) and the treatment was being given in Apollo Bangalore .",0,1,0,0,0
Chronic_Fatigue_Syndrome-606677-16-4,"Subject to that , I perform every day - not a great amount but I have a long colon , slow transit and I do not have a big appetite so I am happy so far .",0,0,0,1,0
Depression-659982-0-38,I miss my grandparents as they were the ones who raised me .,0,0,0,1,0
Gallbladder_Problems-549350-15-4,I expect the doctors are the same for nhs as for private so will have access to the scans you have had before .,0,1,0,0,0
Hip_Replacement-489066-11-8,"I think all you can do is make a decision based on your quality of life and whether you want to wait until you can not bear it any longer ? I would advise you to expect to be off work for 3 months and to feel very emotional at times , but it is not forever and will improve with time .",0,0,0,1,0
Fibromyalgia_Syndrome--18917-6-3,He did ask my permission first .,0,0,0,1,0
Chronic_Fatigue_Syndrome--18790-1150-1,"I am only sorry that all our previous posts and topics , which provided a wealth of advice and support have been eaten by a mysterious computer worm hacker thingy and are no longer there for you to read through .",0,0,0,1,0
Ovarian_Cyst-621925-2-2,Im waiting on ct scan i to have a large ovarian cyst with raised ca125 I am terrified its all the waiting and ive convinced myself I have cancer .,1,0,0,0,0
Hip_Replacement-582091-8-7,And other feed I made a auto feed to fill bowls in my motor wagon to bring from the barn .,0,0,0,1,0
Hypothyroidism-438482-21-17,"they do a drug called T3 for those who still have hypo symptoms and are not getting better on LKevothyroxine alone , , someone or anyone failed to let me try this drug along the line so since i was diagnosed my life has been crap and got even more crap over the years , I have missed my 40s because of the ignorance of GPS I am really not happy about missing what should of been the best part of my life .",0,0,0,1,0
Cardiac_Arrhythmias-553850-0-1,I have been having missed heat beats and recently had a 24 hour monitor .,0,0,0,1,0
Menopause-271903-633-4,Some say we should get all we need from a good diet and we are just producing expensive pee ! But I feel better for taking them and self help and care is the best thing we can do for ourselves .,0,0,0,1,0
